,case_id,sanctioning_state,sanctioned_state,begin,end,trade,arms,military,financial,travel,other,trade_obj,arms_obj,military_obj,financial_obj,travel_obj,other_obj,trade_suc,arms_suc,military_suc,financial_suc,travel_suc,other_suc,objective,success
560,561,Canada,Democratic Republic of the,1993,1997,0,0,0,0,0,1,NA,NA,NA,NA,NA,human_rights,NA,NA,NA,NA,NA,success_part,"human_rights,democracy","success_part,success_part"
561,562,EU,Congo,1993,1997,0,1,0,0,1,0,NA,democracy,NA,NA,destab_regime,NA,NA,failed,NA,NA,success_total,NA,"democracy,destab_regime","failed,success_total"
562,563,EU,Democratic Republic of the,1993,1997,0,1,0,0,1,0,NA,democracy,NA,NA,destab_regime,NA,NA,failed,NA,NA,success_total,NA,"democracy,destab_regime","failed,success_total"
563,564,United States,Congo,1993,1997,0,1,0,1,1,0,NA,destab_regime,NA,democracy,democracy,NA,NA,success_total,NA,success_part,success_part,NA,"destab_regime,democracy","success_total,success_part"
564,565,United States,Democratic Republic of the,1993,1997,0,1,0,1,1,0,NA,destab_regime,NA,democracy,democracy,NA,NA,success_total,NA,success_part,success_part,NA,"destab_regime,democracy","success_total,success_part"
565,566,EU,Equatorial Guinea,1993,2000,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,nego_settlement,NA,NA,"democracy,human_rights","nego_settlement,failed"
566,567,Russia,Estonia,1993,1993,1,0,0,0,0,0,policy_change,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,NA,policy_change,failed
567,568,China,France,1993,1994,1,0,0,0,0,0,prevent_war,NA,NA,NA,NA,NA,success_part,NA,NA,NA,NA,NA,prevent_war,success_part
568,569,EU,Guatemala,1993,1993,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,NA,NA,democracy,success_total
569,570,Germany,Guatemala,1993,1993,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,NA,NA,democracy,success_total
570,571,Japan,Guatemala,1993,1993,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,NA,NA,democracy,success_total
571,572,United States,Guatemala,1993,1993,0,0,1,1,0,0,NA,NA,democracy,democracy,NA,NA,NA,NA,success_total,success_total,NA,NA,democracy,success_total
572,573,UN,Haiti,1993,1994,1,1,1,1,0,0,democracy,democracy,democracy,democracy,NA,NA,success_total,success_total,success_total,success_total,NA,NA,democracy,success_total
573,574,United States,Haiti,1993,1994,0,0,0,1,1,0,NA,NA,NA,democracy,democracy,NA,NA,NA,NA,success_total,success_total,NA,democracy,success_total
574,575,UN,Libya,1993,2003,1,0,0,1,0,0,policy_change,NA,NA,policy_change,NA,NA,success_total,NA,NA,success_total,NA,NA,policy_change,success_total
575,576,Canada,Nigeria,1993,1999,0,0,1,0,0,0,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,NA,NA,NA,democracy,success_total
576,577,EU,Nigeria,1993,1998,0,0,0,0,1,0,NA,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,NA,democracy,success_total
577,578,EU,Nigeria,1993,1999,0,0,1,0,0,0,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,NA,NA,NA,democracy,success_total
578,579,United Kingdom,Nigeria,1993,1999,0,0,1,1,1,0,NA,NA,democracy,democracy,democracy,NA,NA,NA,success_total,success_total,success_total,NA,democracy,success_total
579,580,United States,Nigeria,1993,1999,0,1,1,1,0,1,NA,democracy,democracy,democracy,NA,democracy,NA,success_total,success_total,success_total,NA,success_total,democracy,success_total
580,581,United States,Nigeria,1993,1998,0,0,0,0,1,0,NA,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,democracy,success_part
581,582,United States,Pakistan,1993,1995,1,0,0,0,0,0,policy_change,NA,NA,NA,NA,NA,success_part,NA,NA,NA,NA,NA,policy_change,success_part
582,583,Ukraine,Russia,1993,1996,1,0,1,0,0,0,policy_change,NA,policy_change,NA,NA,NA,nego_settlement,NA,nego_settlement,NA,NA,NA,policy_change,nego_settlement
583,584,United States,Sudan,1993,2020,0,0,0,1,0,0,NA,NA,NA,terrorism,NA,NA,NA,NA,NA,success_part,NA,NA,terrorism,success_part
584,585,EU,Togo,1993,2007,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,NA,NA,"democracy,human_rights","success_total,success_total"
585,586,France,Togo,1993,2008,0,0,0,1,0,0,NA,NA,NA,human_rights,NA,NA,NA,NA,NA,success_total,NA,NA,"human_rights,democracy,end_war","success_total,success_total,success_total"
586,587,Germany,Togo,1993,2011,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,NA,NA,democracy,success_total
587,588,Japan,Togo,1993,1996,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,failed,NA,NA,democracy,failed
588,589,Russia,Turkmenistan,1993,1995,1,0,0,0,0,0,policy_change,NA,NA,NA,NA,NA,nego_settlement,NA,NA,NA,NA,NA,policy_change,nego_settlement
589,590,Russia,Ukraine,1993,1996,1,0,0,0,0,0,territorial_conflict,NA,NA,NA,NA,NA,nego_settlement,NA,NA,NA,NA,NA,territorial_conflict,nego_settlement
590,591,Greece,Albania,1994,1994,0,0,1,1,0,1,NA,NA,human_rights,human_rights,NA,human_rights,NA,NA,success_total,success_total,NA,success_total,human_rights,success_total
591,592,FRY,Bosnia and Herzegovina,1994,1995,1,1,0,0,1,0,prevent_war,prevent_war,NA,NA,prevent_war,NA,success_total,success_total,NA,NA,success_total,NA,prevent_war,success_total
592,593,EU,Gambia,1994,1998,0,0,1,1,0,0,NA,NA,democracy,democracy,NA,NA,NA,NA,success_part,success_part,NA,NA,democracy,success_part
593,594,EU,The,1994,1998,0,0,1,1,0,0,NA,NA,democracy,democracy,NA,NA,NA,NA,success_part,success_part,NA,NA,democracy,success_part
594,595,Japan,Gambia,1994,1997,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,NA,democracy,success_part
595,596,Japan,The,1994,1997,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,NA,democracy,success_part
596,597,United Kingdom,Gambia,1994,1995,0,0,1,1,1,0,NA,NA,democracy,democracy,democracy,NA,NA,NA,nego_settlement,nego_settlement,nego_settlement,NA,democracy,nego_settlement
597,598,United Kingdom,The,1994,1995,0,0,1,1,1,0,NA,NA,democracy,democracy,democracy,NA,NA,NA,nego_settlement,nego_settlement,nego_settlement,NA,democracy,nego_settlement
598,599,United States,Gambia,1994,2002,0,0,1,1,0,0,NA,NA,democracy,democracy,NA,NA,NA,NA,success_total,success_total,NA,NA,democracy,success_total
599,600,United States,The,1994,2002,0,0,1,1,0,0,NA,NA,democracy,democracy,NA,NA,NA,NA,success_total,success_total,NA,NA,democracy,success_total
600,601,UN,Haiti,1994,1994,0,0,0,0,1,1,NA,NA,NA,NA,democracy,democracy,NA,NA,NA,NA,success_total,success_total,democracy,success_total
601,602,United States,Haiti,1994,1994,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,NA,NA,democracy,success_total
602,603,United States,Haiti,1994,2022,0,1,1,0,0,0,NA,democracy,policy_change,NA,NA,NA,NA,ongoing,ongoing,NA,NA,NA,"democracy,policy_change","ongoing,ongoing"
603,604,United States,Indonesia,1994,1997,0,1,0,0,0,0,NA,human_rights,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,human_rights,failed
604,605,Russia,Kazakhstan,1994,1995,1,0,0,0,0,0,other,NA,NA,NA,NA,NA,success_total,NA,NA,NA,NA,NA,other,success_total
605,606,Greece,Macedonia,1994,1995,1,0,0,0,0,0,territorial_conflict,NA,NA,NA,NA,NA,nego_settlement,NA,NA,NA,NA,NA,territorial_conflict,nego_settlement
606,607,United States,Nigeria,1994,1999,0,0,0,1,0,0,NA,NA,NA,other,NA,NA,NA,NA,NA,success_part,NA,NA,other,success_part
607,608,EU,Rwanda,1994,2000,0,0,0,1,0,0,NA,NA,NA,human_rights,NA,NA,NA,NA,NA,nego_settlement,NA,NA,human_rights,nego_settlement
608,609,UN,Rwanda,1994,1996,0,1,0,0,0,0,NA,end_war,NA,NA,NA,NA,NA,success_total,NA,NA,NA,NA,"end_war,human_rights","success_total,success_part"
609,610,United States,South Vietnam,1994,1998,0,0,0,1,0,0,NA,NA,NA,other,NA,NA,NA,NA,NA,success_total,NA,NA,other,success_total
610,611,EU,Sudan,1994,2004,0,1,0,0,0,0,NA,end_war,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,end_war,failed
611,612,Turkey,Sudan,1994,2004,0,1,0,0,0,0,NA,end_war,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,end_war,failed
612,613,Croatia,Sudan,1994,2004,0,1,0,0,0,0,NA,end_war,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,end_war,failed
613,614,Macedonia,Sudan,1994,2004,0,1,0,0,0,0,NA,end_war,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,end_war,failed
614,615,Montenegro,Sudan,1994,2004,0,1,0,0,0,0,NA,end_war,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,end_war,failed
615,616,Iceland,Sudan,1994,2004,0,1,0,0,0,0,NA,end_war,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,end_war,failed
616,617,Albania,Sudan,1994,2004,0,1,0,0,0,0,NA,end_war,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,end_war,failed
617,618,Serbia,Sudan,1994,2004,0,1,0,0,0,0,NA,end_war,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,end_war,failed
618,619,Liechtenstein,Sudan,1994,2004,0,1,0,0,0,0,NA,end_war,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,end_war,failed
619,620,Norway,Sudan,1994,2004,0,1,0,0,0,0,NA,end_war,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,end_war,failed
620,621,Armenia,Sudan,1994,2004,0,1,0,0,0,0,NA,end_war,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,end_war,failed
621,622,United States,Taiwan,1994,1995,1,0,0,0,0,0,policy_change,NA,NA,NA,NA,NA,success_part,NA,NA,NA,NA,NA,policy_change,success_part
622,623,OSCE,Armenia,1995,2022,0,1,0,0,0,0,NA,end_war,NA,NA,NA,NA,NA,ongoing,NA,NA,NA,NA,end_war,ongoing
623,624,France,Australia,1995,1995,0,0,0,1,0,0,NA,NA,NA,policy_change,NA,NA,NA,NA,NA,failed,NA,NA,policy_change,failed
624,625,OSCE,Azerbaijan,1995,2022,0,1,0,0,0,0,NA,end_war,NA,NA,NA,NA,NA,ongoing,NA,NA,NA,NA,end_war,ongoing
625,626,United States,Burundi,1995,1999,0,0,0,1,0,0,NA,NA,NA,end_war,NA,NA,NA,NA,NA,nego_settlement,NA,NA,end_war,nego_settlement
626,627,Spain,Canada,1995,1995,0,0,0,0,1,0,NA,NA,NA,NA,other,NA,NA,NA,NA,NA,success_part,NA,other,success_part
627,628,Japan,China,1995,1997,0,0,0,1,0,0,NA,NA,NA,policy_change,NA,NA,NA,NA,NA,success_total,NA,NA,policy_change,success_total
628,629,United States,Ecuador,1995,1995,0,1,1,0,0,0,NA,end_war,end_war,NA,NA,NA,NA,success_part,success_part,NA,NA,NA,end_war,success_part
629,630,United States,Ecuador,1995,1998,0,1,0,0,0,0,NA,end_war,NA,NA,NA,NA,NA,success_part,NA,NA,NA,NA,end_war,success_part
630,631,Australia,France,1995,1996,1,0,1,0,0,0,prevent_war,NA,prevent_war,NA,NA,NA,success_total,NA,success_total,NA,NA,NA,prevent_war,success_total
631,632,Denmark,France,1995,1995,1,0,0,0,0,0,policy_change,NA,NA,NA,NA,NA,success_total,NA,NA,NA,NA,NA,policy_change,success_total
632,633,Japan,France,1995,1995,1,0,0,0,0,0,prevent_war,NA,NA,NA,NA,NA,success_part,NA,NA,NA,NA,NA,prevent_war,success_part
633,634,Kiribati,France,1995,1995,0,0,0,0,0,1,NA,NA,NA,NA,NA,prevent_war,NA,NA,NA,NA,NA,success_part,prevent_war,success_part
634,635,Nauru,France,1995,1997,0,0,0,0,0,1,NA,NA,NA,NA,NA,prevent_war,NA,NA,NA,NA,NA,success_total,prevent_war,success_total
635,636,New Zealand,France,1995,1996,1,0,1,0,0,0,prevent_war,NA,prevent_war,NA,NA,NA,success_total,NA,success_total,NA,NA,NA,prevent_war,success_total
636,637,Norway,France,1995,1995,1,0,0,0,0,0,prevent_war,NA,NA,NA,NA,NA,success_part,NA,NA,NA,NA,NA,prevent_war,success_part
637,638,Sweden,France,1995,1995,1,0,0,0,0,0,prevent_war,NA,NA,NA,NA,NA,success_part,NA,NA,NA,NA,NA,prevent_war,success_part
638,639,United Kingdom,France,1995,1996,1,0,0,0,0,0,policy_change,NA,NA,NA,NA,NA,success_total,NA,NA,NA,NA,NA,policy_change,success_total
639,640,United States,France,1995,1996,1,0,0,0,0,0,policy_change,NA,NA,NA,NA,NA,success_total,NA,NA,NA,NA,NA,policy_change,success_total
640,641,United States,Iran,1995,2016,1,0,0,0,0,0,prevent_war,NA,NA,NA,NA,NA,success_total,NA,NA,NA,NA,NA,"prevent_war,terrorism","success_total,failed"
641,642,Israel,Lebanon,1995,1995,1,0,0,0,1,1,territorial_conflict,NA,NA,NA,end_war,end_war,failed,NA,NA,NA,failed,failed,"territorial_conflict,end_war","failed,failed"
642,643,Commonwealth,Nigeria,1995,1999,0,0,0,0,0,1,NA,NA,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_total,"democracy,human_rights","success_total,success_part"
643,644,EU,Nigeria,1995,1999,0,1,0,1,0,0,NA,democracy,NA,human_rights,NA,NA,NA,success_total,NA,success_total,NA,NA,"democracy,human_rights","success_total,success_total"
644,645,United States,Peru,1995,1995,0,1,1,0,0,0,NA,end_war,end_war,NA,NA,NA,NA,nego_settlement,nego_settlement,NA,NA,NA,end_war,nego_settlement
645,646,United States,Peru,1995,1998,0,1,0,0,0,0,NA,end_war,NA,NA,NA,NA,NA,success_total,NA,NA,NA,NA,end_war,success_total
646,647,Russia,Ukraine,1995,1996,1,0,0,0,0,0,territorial_conflict,NA,NA,NA,NA,NA,nego_settlement,NA,NA,NA,NA,NA,territorial_conflict,nego_settlement
647,648,EU,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
648,649,Cyprus,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
649,650,Malta,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
650,651,Turkey,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
651,652,Croatia,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
652,653,Macedonia,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
653,654,Montenegro,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
654,655,Iceland,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
655,656,Albania,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
656,657,Serbia,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
657,658,Bosnia and Herzegovina,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
658,659,Liechtenstein,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
659,660,Norway,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
660,661,Ukraine,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
661,662,Moldova,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
662,663,Armenia,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
663,664,Georgia,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
664,665,Switzerland,Afghanistan,1996,2001,0,1,1,0,0,0,NA,terrorism,end_war,NA,NA,NA,NA,failed,failed,NA,NA,NA,"terrorism,end_war","failed,failed"
665,666,UN,Afghanistan,1996,2000,0,1,0,0,0,0,NA,terrorism,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,"terrorism,end_war","failed,failed"
666,667,United States,Afghanistan,1996,2002,0,1,0,0,0,0,NA,terrorism,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,"terrorism,end_war","failed,success_part"
667,668,Belgium,Burundi,1996,2005,0,0,1,0,0,0,NA,NA,end_war,NA,NA,NA,NA,NA,success_total,NA,NA,NA,"end_war,democracy,human_rights","success_total,success_total,success_total"
668,669,Congo,Burundi,1996,1999,1,1,0,0,0,0,democracy,human_rights,NA,NA,NA,NA,nego_settlement,nego_settlement,NA,NA,NA,NA,"democracy,human_rights","nego_settlement,nego_settlement"
669,670,Democratic Republic of the,Burundi,1996,1999,1,1,0,0,0,0,democracy,human_rights,NA,NA,NA,NA,nego_settlement,nego_settlement,NA,NA,NA,NA,"democracy,human_rights","nego_settlement,nego_settlement"
670,671,Eritrea,Burundi,1996,1999,1,1,0,0,0,0,democracy,human_rights,NA,NA,NA,NA,nego_settlement,nego_settlement,NA,NA,NA,NA,"democracy,human_rights","nego_settlement,nego_settlement"
671,672,Ethiopia (excludes Eritrea),Burundi,1996,1999,1,1,0,0,0,0,democracy,human_rights,NA,NA,NA,NA,nego_settlement,nego_settlement,NA,NA,NA,NA,"democracy,human_rights","nego_settlement,nego_settlement"
672,673,Kenya,Burundi,1996,1999,1,1,0,0,0,0,democracy,human_rights,NA,NA,NA,NA,nego_settlement,nego_settlement,NA,NA,NA,NA,"democracy,human_rights","nego_settlement,nego_settlement"
673,674,Rwanda,Burundi,1996,1999,1,1,0,0,0,0,democracy,human_rights,NA,NA,NA,NA,nego_settlement,nego_settlement,NA,NA,NA,NA,"democracy,human_rights","nego_settlement,nego_settlement"
674,675,Tanzania,Burundi,1996,1999,1,1,0,0,0,0,democracy,human_rights,NA,NA,NA,NA,nego_settlement,nego_settlement,NA,NA,NA,NA,"democracy,human_rights","nego_settlement,nego_settlement"
675,676,Uganda,Burundi,1996,1999,1,1,0,0,0,0,democracy,human_rights,NA,NA,NA,NA,nego_settlement,nego_settlement,NA,NA,NA,NA,"democracy,human_rights","nego_settlement,nego_settlement"
676,677,Zambia,Burundi,1996,1999,1,1,0,0,0,0,democracy,human_rights,NA,NA,NA,NA,nego_settlement,nego_settlement,NA,NA,NA,NA,"democracy,human_rights","nego_settlement,nego_settlement"
677,678,EU,Burundi,1996,1999,0,0,0,1,0,0,NA,NA,NA,end_war,NA,NA,NA,NA,NA,nego_settlement,NA,NA,end_war,nego_settlement
678,679,France,Burundi,1996,2005,0,0,1,0,0,0,NA,NA,end_war,NA,NA,NA,NA,NA,success_total,NA,NA,NA,"end_war,democracy,human_rights","success_total,success_total,success_total"
679,680,Organisation of African Unity,Burundi,1996,1999,1,0,0,1,0,0,democracy,NA,NA,human_rights,NA,NA,nego_settlement,NA,NA,nego_settlement,NA,NA,"democracy,human_rights","nego_settlement,nego_settlement"
680,681,United States,Burundi,1996,1999,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,nego_settlement,NA,NA,democracy,nego_settlement
681,682,United States,Central African Republic,1996,1998,0,0,0,0,0,1,NA,NA,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,democracy,success_part
682,683,United States,Colombia,1996,1998,0,0,0,1,0,0,NA,NA,NA,other,NA,NA,NA,NA,NA,failed,NA,NA,other,failed
683,684,United States,Cuba,1996,2022,0,0,0,1,1,0,NA,NA,NA,destab_regime,destab_regime,NA,NA,NA,NA,ongoing,ongoing,NA,destab_regime,ongoing
684,685,Canada,EU,1996,2015,1,0,0,0,0,0,other,NA,NA,NA,NA,NA,success_total,NA,NA,NA,NA,NA,other,success_total
685,686,United States,Iran,1996,2022,1,0,0,0,0,0,terrorism,NA,NA,NA,NA,NA,ongoing,NA,NA,NA,NA,NA,terrorism,ongoing
686,687,United States,Libya,1996,2022,1,0,0,0,0,0,terrorism,NA,NA,NA,NA,NA,ongoing,NA,NA,NA,NA,NA,terrorism,ongoing
687,688,EU,Myanmar,1996,2000,0,1,0,1,1,0,NA,human_rights,NA,human_rights,human_rights,NA,NA,failed,NA,failed,failed,NA,human_rights,failed
688,689,Croatia,Myanmar,1996,2000,0,1,0,1,1,0,NA,human_rights,NA,human_rights,human_rights,NA,NA,failed,NA,failed,failed,NA,human_rights,failed
689,690,Macedonia,Myanmar,1996,2000,0,1,0,1,1,0,NA,human_rights,NA,human_rights,human_rights,NA,NA,failed,NA,failed,failed,NA,human_rights,failed
690,691,Montenegro,Myanmar,1996,2000,0,1,0,1,1,0,NA,human_rights,NA,human_rights,human_rights,NA,NA,failed,NA,failed,failed,NA,human_rights,failed
691,692,Iceland,Myanmar,1996,2000,0,1,0,1,1,0,NA,human_rights,NA,human_rights,human_rights,NA,NA,failed,NA,failed,failed,NA,human_rights,failed
692,693,Albania,Myanmar,1996,2000,0,1,0,1,1,0,NA,human_rights,NA,human_rights,human_rights,NA,NA,failed,NA,failed,failed,NA,human_rights,failed
693,694,Bosnia and Herzegovina,Myanmar,1996,2000,0,1,0,1,1,0,NA,human_rights,NA,human_rights,human_rights,NA,NA,failed,NA,failed,failed,NA,human_rights,failed
694,695,Liechtenstein,Myanmar,1996,2000,0,1,0,1,1,0,NA,human_rights,NA,human_rights,human_rights,NA,NA,failed,NA,failed,failed,NA,human_rights,failed
695,696,Norway,Myanmar,1996,2000,0,1,0,1,1,0,NA,human_rights,NA,human_rights,human_rights,NA,NA,failed,NA,failed,failed,NA,human_rights,failed
696,697,Moldova,Myanmar,1996,2000,0,1,0,1,1,0,NA,human_rights,NA,human_rights,human_rights,NA,NA,failed,NA,failed,failed,NA,human_rights,failed
697,698,Armenia,Myanmar,1996,2000,0,1,0,1,1,0,NA,human_rights,NA,human_rights,human_rights,NA,NA,failed,NA,failed,failed,NA,human_rights,failed
698,699,Canada,Niger,1996,1997,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,NA,democracy,success_part
699,700,Denmark,Niger,1996,1997,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,NA,democracy,success_part
700,701,Germany,Niger,1996,1997,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,NA,democracy,success_part
701,702,EU,Niger,1996,1996,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,NA,democracy,success_part
702,703,France,Niger,1996,1996,0,0,1,1,0,0,NA,NA,democracy,democracy,NA,NA,NA,NA,success_part,success_part,NA,NA,democracy,success_part
703,704,United States,Niger,1996,2000,0,0,1,1,0,0,NA,NA,democracy,democracy,NA,NA,NA,NA,success_total,success_total,NA,NA,democracy,success_total
704,705,Commonwealth,Nigeria,1996,1999,0,1,0,1,1,0,NA,democracy,NA,human_rights,human_rights,NA,NA,success_total,NA,success_total,success_total,NA,"democracy,human_rights","success_total,success_total"
705,706,South Africa,Rwanda,1996,1997,0,1,0,0,0,0,NA,human_rights,NA,NA,NA,NA,NA,failed,NA,NA,NA,NA,human_rights,failed
706,707,UN,Rwanda,1996,2008,0,1,1,0,0,0,NA,end_war,human_rights,NA,NA,NA,NA,success_total,success_part,NA,NA,NA,"end_war,human_rights","success_total,success_part"
707,708,UN,Sudan,1996,2001,0,0,0,0,1,1,NA,NA,NA,NA,other,terrorism,NA,NA,NA,NA,success_total,success_total,"other,terrorism","success_total,success_total"
708,709,United Kingdom,Zambia,1996,1998,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,NA,democracy,success_part
709,710,Denmark,Zambia,1996,1998,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,NA,democracy,success_part
710,711,Sweden,Zambia,1996,1998,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,NA,democracy,success_part
711,712,Norway,Zambia,1996,1998,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,NA,democracy,success_part
712,713,Netherlands,Zambia,1996,1998,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,NA,democracy,success_part
713,714,Japan,Zambia,1996,1998,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,NA,democracy,success_part
714,715,United States,Zambia,1996,1998,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,NA,democracy,success_part
715,716,UN,Angola,1997,2002,1,0,0,0,1,1,end_war,NA,NA,NA,end_war,end_war,success_total,NA,NA,NA,success_total,success_total,end_war,success_total
716,717,United States,Belize,1997,2004,1,0,0,0,0,0,other,NA,NA,NA,NA,NA,success_total,NA,NA,NA,NA,NA,other,success_total
717,718,EU,Burundi,1997,2001,0,0,0,1,0,0,NA,NA,NA,end_war,NA,NA,NA,NA,NA,success_total,NA,NA,"end_war,democracy,human_rights","success_total,success_total,success_total"
718,719,Australia,Cambodia,1997,1997,0,0,1,1,0,0,NA,NA,democracy,democracy,NA,NA,NA,NA,success_part,success_part,NA,NA,democracy,success_part
719,720,EU,Cambodia,1997,1999,0,0,0,1,0,0,NA,NA,NA,human_rights,NA,NA,NA,NA,NA,success_part,NA,NA,"human_rights,democracy","success_part,success_part"
720,721,Germany,Cambodia,1997,1997,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,NA,democracy,success_part
721,722,Japan,Cambodia,1997,1997,0,0,0,1,0,0,NA,NA,NA,human_rights,NA,NA,NA,NA,NA,success_part,NA,NA,"human_rights,democracy","success_part,success_part"
722,723,Netherlands,Cambodia,1997,1997,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,NA,democracy,success_part
723,724,Norway,Cambodia,1997,1997,0,0,0,1,0,0,NA,NA,NA,democracy,NA,NA,NA,NA,NA,success_part,NA,NA,democracy,success_part
724,725,United States,Cambodia,1997,2007,0,0,0,1,0,0,NA,NA,NA,human_rights,NA,NA,NA,NA,NA,failed,NA,NA,human_rights,failed
